Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Hawaii,US,19.741755,-155.844437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,2,2,4,6,8,13,16,22,26,48,56,77,90,95,106,120,151,175,204,224,258,285,319,351,371,387,410,435,442,465,486,499,504,517,530,541,553,574,580,584,586,592,596,601,604,606,607,609,613,618,619,620,620,621,625,626,629,629,631,632,634,635,637,637,638,639,640,640,641,642,642,642,643,643,643,643,644,647,649,651,652,652,653,653,655,664,673,675,676,682,685,692,706,723,728,736,740,744,762,789,803,814,816,819,835,851,866,872,899,900,917,926,946,975,999,1023,1030,1071,1094,1130,1158,1200,1220,1243,1264,1292,1311,1334,1354,1381,1393,1418,1435,1490,1549,1620,1683,1711,1757,1865,1989,2111,2197,2242,2448,2591,2763,2914,3115,3346,3498,3638,3756,3958,4312,4543,4825,5042,5215,5349,5609,5844,6072,6356,6600,6769,6984,7260,7566,7830,8139,8339,8472,8653,8991,9202,9473,9693,9855,9959,10025,10123,10292,10459,10588,10700,10779,10844,10946,11105,11217,11326,11403,11459,11522,11689,11779,11891,12018,12116,12203,12290,12410,12515,12601,12734,12804,12854,12937,13045,13146,13300,13371,13472,13514,13575,13674,13764,13853,13949,14031,14068,14156,14233,14335,14464,14553,14672,14709,14773,14834,14911,15003,15071,15154,15231,15318,15473,15572,15691,15819,15947,16010,16088,16205,16302,16412,16519,16519,16613,16665,16734,16841,16936,17098,17220,17333,17393,17501,17618,17708,17784,17840,17925,17968,18044,18186
Idaho,US,44.068203,-114.742043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,5,8,9,23,31,36,42,47,81,91,189,230,261,310,415,525,673,891,1013,1025,1101,1170,1210,1232,1353,1396,1407,1426,1453,1464,1587,1609,1655,1668,1672,1736,1766,1802,1836,1870,1887,1897,1917,1952,1984,2015,2035,2061,2061,2106,2127,2158,2178,2205,2230,2230,2260,2293,2324,2351,2389,2419,2419,2455,2476,2506,2534,2595,2626,2626,2626,2699,2731,2769,2803,2839,2839,2906,2933,2990,3054,3111,3139,3139,3189,3220,3260,3302,3353,3399,3399,3462,3540,3632,3743,3871,4006,4006,4254,4402,4645,4865,5148,5319,5319,5752,6117,6370,6593,6994,7370,7733,8052,8539,8969,9428,9928,10505,10902,11402,11718,12445,13133,13752,14302,14873,15266,15822,16322,16736,17264,17827,18177,18694,19222,19679,20246,20721,21114,21344,21675,22234,22707,23399,23922,24495,24671,25100,25595,26133,26631,27173,27477,27660,27942,28326,28696,29120,29369,29662,29853,30070,30475,30780,31122,31384,31677,31867,32088,32368,32664,32927,33196,33477,33667,33741,33859,34187,34617,34950,35167,35279,35532,35810,36093,36489,36959,37247,37491,37901,38347,38743,39234,39757,40296,40501,40923,41434,42048,42561,43238,43702,43964,44422,45082,45753,46426,47088,47701,48066,48663,49247,49892,50610,51704,52582,53092,53790,54663,55650,56600,57673,58694,59344,60041,60923,61785,62746,63810,64608,65088,65845,67024,68314,69579,70909,72312,72961,74227,75428,77121,78279,79798,81317,82245,83344,85125,86435,87978,89764,90834,91653,93090,94730,96503,96503,98500,99660,100484,101698,103305,104734,106455
Illinois,US,40,-89,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5,5,6,7,7,12,25,32,46,64,93,105,161,289,424,588,757,1055,1293,1545,1877,2554,3045,3513,4625,5089,6032,7024,7744,8961,10423,11328,12340,13635,15174,16527,18001,19302,20985,22166,23396,24751,25898,27752,29347,30552,31710,33271,35333,37171,39912,42045,44185,46178,48411,50678,53257,56414,58880,61893,64249,66385,68670,71328,74234,76574,78241,79515,83555,85243,88503,90951,93052,94797,97106,98661,101064,103347,106123,108490,111014,112738,113924,115042,116579,118211,119682,121034,122014,123638,124626,125561,126724,127705,128578,129240,130042,130671,131442,132041,132718,133394,133870,134497,135046,135658,136372,137026,137705,138182,138802,139539,140461,141344,142130,142776,143514,144238,145066,145935,146872,147734,148373,148987,149574,150554,151572,152899,154094,155048,155931,156638,157825,159082,160509,161785,162750,163923,164878,166476,168100,169699,171125,172666,173897,174973,176366,178138,180118,181757,183224,184522,185993,187752,189705,191808,193998,195380,196699,198248,199893,201727,204023,205851,207413,209186,210926,213221,215053,217346,219702,221595,223207,224887,227044,228751,231185,233065,235057,236725,238217,240345,241705,247299,250105,251508,252889,254281,255618,257571,259883,262004,263466,264839,266305,268246,270302,272525,275054,276456,277933,279464,281312,283569,286374,288815,290419,292128,293490,295763,297929,300385,302827,304280,306133,307750,310380,313439,316556,319461,322188,324930,327781,330643,334658,339761,343550,347956,351230,355105,359608,364711,368746,375127,379410,384360,388581,394912,401496,408660,416761,423943,430367,437085,444825,454962,465540,477978,487987,498560,511183,523840,536542,551957,562985,573616,585248,597849,606771,621383,634395,646286,656298,664620,674089,685467,697489,705063,712936,720114,726304,738846,748603,759562
Indiana,US,40.273502,-86.126976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,11,13,13,16,20,25,30,39,60,86,129,201,259,365,477,645,981,1232,1514,1786,2159,2565,3039,3437,3953,4411,4944,5507,5943,6351,6907,7435,7928,8236,8527,8955,9542,10154,10641,11210,11686,12097,12438,13039,13680,14395,15012,15961,16588,17182,17835,18630,19295,19933,20507,21033,21870,22503,23146,23732,24126,24627,25127,25473,26053,26655,27280,27778,28255,28705,29274,29936,30409,30901,31376,31715,32078,32437,33068,33558,34211,34574,34830,35237,35712,36096,36578,36997,37397,37623,38033,38337,38748,39146,39543,39909,40430,40786,41013,41438,41746,42061,42423,42633,42871,43140,43655,44140,44575,44930,45228,45594,45952,46387,46915,47432,48008,48331,48626,49063,49575,50300,51079,51612,52037,52685,53370,54080,54813,55654,56571,57206,57916,58673,59602,60598,61520,62372,62907,63678,64299,65253,66154,67122,67857,68433,69255,69975,71015,72254,73287,74328,74992,75862,76522,77565,78632,79676,80415,81006,81847,82336,83277,84317,85317,85932,87592,88421,89359,90504,91313,92434,93313,94196,94891,95750,96854,97884,98961,99804,100394,100780,101485,102243,103505,104561,105804,106540,107229,107809,108646,109683,110759,111505,112027,112626,113337,114236,115407,116549,117450,118322,119066,120019,121176,122640,124059,125146,125976,126946,128227,129677,131493,133411,134981,136555,138104,139269,141212,143495,145977,147582,149166,150664,152396,155246,157713,160454,162607,164581,166564,169112,172730,175893,179358,182108,185185,188066,191764,196176,200823,205722,210374,214509,219338,224374,230965,236565,244887,251597,256744,262207,268222,275503,282311,289183,295357,300913,306538,312521,318894,324537,329008,333312,338977,344373,350970,359430
Iowa,US,42.032974,-93.581543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,16,17,17,18,23,23,38,50,45,68,90,105,124,145,180,235,298,336,424,497,549,614,699,786,868,946,1049,1145,1270,1388,1510,1587,1710,1899,1995,2141,2332,2513,2902,3159,3641,3748,3924,4445,5092,5476,5868,6376,6843,7145,7884,8641,9169,9703,10111,10404,11059,11457,11671,11959,12373,12912,13289,13675,14049,14328,14651,15083,15349,15620,16170,16508,16898,17252,17577,17704,18361,18586,18956,19249,19552,19699,20017,20301,20805,21160,21478,21712,22007,22238,22626,22979,23350,23717,23926,24082,24179,24462,24861,25276,25496,25962,26145,26396,26740,27296,27716,28012,28490,28817,29009,29502,30211,30434,31061,31475,31716,32042,32620,33248,34171,34658,35363,35607,35859,36323,37217,37777,38041,38724,39251,39563,40085,40653,41283,41672,42205,42578,42796,43285,44044,44582,45089,45571,45852,46052,46664,47362,47888,48286,48839,49080,49339,49816,50370,50943,51826,52447,52729,52971,53312,54271,55017,55735,56292,56667,57298,58235,59801,62375,63456,64274,64902,65490,66266,67283,68412,69336,70049,70404,70873,71298,72282,73085,73868,74535,74952,75398,76283,77358,78558,79543,80188,80779,81320,82373,83594,84726,85587,86540,87001,87652,88836,90019,91035,91965,92593,92996,93570,94633,96223,97475,98583,99692,100202,100895,102566,103642,105432,106275,107121,107748,108696,109806,111817,112928,114629,115843,116734,117908,120129,122354,125177,127972,130366,132136,133770,136890,141938,145071,149434,152802,157902,161805,166844,171257,176708,181349,185189,188398,191437,195610,199723,203975,207675,210537,213239,216148,219610,222799,224258,226257,227962,229406,231456,234814,237507
Kansas,US,38.5,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,6,8,8,11,18,23,36,49,57,64,82,98,126,168,202,261,319,368,428,482,552,620,698,747,845,912,1046,1106,1166,1268,1337,1376,1426,1494,1603,1705,1790,1849,1986,2210,2317,2482,2955,3135,3174,3296,3577,3839,4302,4536,4634,4896,5328,5632,5993,6332,6667,6823,6953,7143,7240,7507,7703,7886,7916,7951,8340,8341,8504,8673,8909,8946,9085,9261,9264,9412,9450,9764,9764,9827,10038,10090,10212,10212,10426,10467,10476,10688,10747,10872,10903,11124,11124,11124,11471,11534,11743,11743,12125,12161,12226,12518,12621,13045,13119,13613,13677,13891,14513,14559,15097,15159,16005,16054,16215,16973,17070,17748,17893,18723,18890,19161,20241,20241,21097,21151,22116,22223,22356,23472,23570,24327,24408,25348,25408,25508,26360,26447,27051,27183,28041,28144,28144,29114,29200,29995,30073,30932,30975,31092,31977,32070,32862,32985,34177,34238,34290,35418,35531,36244,36344,37225,37489,37489,38806,39008,40367,40669,41565,41781,41907,43175,43393,44359,44736,45920,46002,46094,47380,47724,48295,48413,49188,49342,49388,50618,50898,51703,52028,53238,53417,53427,54837,54982,56282,56428,57613,57809,57809,59380,59812,59812,60790,61111,62310,62310,63580,63915,65010,65202,66881,67061,67061,68825,68825,70279,70279,72084,72231,72231,74315,74554,75867,75867,76230,77866,77944,80130,80409,83214,83504,86381,86610,86610,90279,90559,93331,94029,98755,99204,99291,104392,104640,110521,110811,116858,117197,117197,124065,124587,130211,130551,136605,136640,136731,143733,143978,149573,149948,154716,155108,155136,159189,159654,163969,164515
Kentucky,US,37.839333,-84.27002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,5,8,10,14,16,20,21,26,35,37,48,64,104,125,159,201,252,307,401,447,489,602,693,785,847,935,974,1028,1172,1373,1481,1727,1877,2002,2089,2254,2337,2478,2573,2762,3020,3112,3257,3442,3552,3856,3984,4156,4229,4463,4630,4802,4976,4976,5232,5349,5937,6051,6249,6412,6567,6567,6809,6988,7219,7367,7590,7839,7839,8091,8228,8328,8449,8592,8740,8740,8740,9128,9256,9366,9651,9896,9896,10245,10387,10616,10917,11194,11510,11510,11703,11940,12118,12181,12406,12691,12691,12897,13083,13252,13458,13720,13899,14021,14112,14420,14646,14905,15152,15466,15532,15649,15950,16154,16396,16699,16699,16699,17490,17864,18272,18604,19037,19497,19770,20039,20620,21083,21497,22029,22619,23615,23873,24532,25022,25641,26441,27291,27612,28144,28679,29292,29964,30744,31327,31798,32127,32830,33385,33908,34461,35258,35670,35947,36497,37672,38428,39052,39697,40090,40473,41093,41732,42446,43098,43915,44387,44764,45446,46121,46884,47678,48514,48978,49349,50154,50976,51888,52696,53499,53815,54111,54371,55042,55853,56803,57528,58069,58413,59145,59924,60542,61315,62312,62757,63139,63969,64771,65425,66351,67340,67804,68261,69196,70199,71105,72124,73423,74051,74604,75661,76587,77455,78456,79445,80292,80930,81691,83013,84195,85506,86797,87607,88247,89544,90996,92299,93748,95480,96942,97866,99637,101494,103305,105242,107219,108642,109670,111379,113009,115277,117505,119661,120838,122567,124646,127344,129680,132844,136137,137586,139097,142008,144753,148390,152206,155908,158100,160232,162838,166139,170008,171755,174182,176925,179041,183168,186765,190601
Louisiana,US,30.39183,-92.329102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,36,77,102,136,200,280,392,537,585,838,1174,1391,1799,2310,2752,3322,3548,4034,5249,6439,9172,10322,12527,13042,14904,16325,17073,18329,19302,20065,20648,21070,21573,22007,22590,23178,23641,23990,24587,24919,25324,25806,26208,26581,26843,27139,27358,27733,28075,28787,29217,29418,29752,30076,30480,30734,30938,31501,31684,31900,32136,32750,33579,33928,34209,34525,34803,35133,35412,36603,37025,37140,37269,37911,38171,38608,38914,38914,39704,40051,40486,40899,41293,41732,42197,42678,43016,43256,43831,44259,44711,45246,46564,46908,47474,48020,48848,48970,48970,50108,50435,50613,52122,53004,53945,55286,55286,56775,57632,58699,60788,62204,63974,63974,65957,67084,69066,70999,72886,75591,77810,79160,80905,83182,85313,87646,89877,89877,93067,96329,98067,100897,103248,105381,105381,109313,111712,112860,114637,116386,118228,118228,121778,122904,124782,126268,127574,129078,129078,131738,132301,133468,134650,135788,137089,137089,138273,138841,139483,140263,141183,142084,142084,143310,143935,144486,145332,146011,146619,146619,148247,148574,149265,150223,151038,151862,151862,153261,153571,153828,155354,155819,156576,156576,157893,158399,158781,159302,159793,160798,160798,161759,162008,162780,163222,163814,164539,164539,165487,165733,166280,166700,167266,168105,168105,169022,169246,169792,170456,170994,171340,171340,172928,173009,173927,174357,175357,176398,176398,177936,178206,179146,180112,181151,182091,182091,183399,183704,184944,185552,186082,186664,187730,189170,189541,191092,191596,192512,193682,193682,195385,195911,197700,197700,200669,204254,204254,206853,207414,210110,212398,214504,216709,216709,220192,221160,224403,225638,225638,230602,230602,232245,232414,237740,241335,244078
Maine,US,45.367584,-68.972168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,11,17,22,32,44,51,59,70,91,107,117,146,167,210,252,274,302,342,377,434,456,471,500,521,538,561,589,621,638,701,737,771,796,829,848,869,877,890,909,939,967,991,1017,1024,1039,1057,1095,1122,1148,1180,1199,1217,1248,1320,1363,1396,1423,1442,1469,1506,1547,1588,1631,1666,1693,1722,1800,1863,1928,1993,2034,2055,2088,2113,2160,2190,2245,2290,2318,2348,2387,2419,2455,2496,2541,2559,2577,2610,2639,2687,2724,2759,2770,2779,2796,2840,2872,2899,2919,2931,2952,2976,3034,3069,3120,3157,3182,3215,3253,3284,3320,3342,3363,3370,3394,3410,3435,3451,3472,3487,3504,3515,3534,3557,3587,3599,3619,3639,3655,3678,3697,3721,3755,3779,3796,3808,3835,3858,3883,3902,3922,3931,3942,3963,3979,3997,4007,4023,4036,4042,4062,4083,4109,4133,4156,4181,4201,4223,4242,4276,4306,4324,4343,4353,4377,4398,4417,4472,4489,4504,4525,4547,4597,4616,4647,4662,4681,4694,4716,4746,4774,4814,4843,4876,4891,4911,4934,4972,5004,5046,5072,5103,5137,5171,5196,5222,5249,5263,5297,5345,5385,5419,5441,5474,5497,5514,5557,5601,5633,5664,5689,5711,5736,5768,5791,5835,5877,5904,5927,5953,5998,6030,6071,6114,6168,6212,6264,6344,6427,6538,6658,6681,6771,6963,7091,7293,7463,7662,7720,7888,8060,8202,8395,8639,8791,8944,9117,9363,9519,9734,9958,10123,10359,10544,10799,11027,11265,11265,11288,11508,11757,11976,12208,12554
Maryland,US,39.045753,-76.641273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,8,9,12,18,27,33,42,60,85,107,149,190,244,288,349,423,580,774,992,1239,1413,1660,1985,2331,2758,3125,3609,4045,4371,5529,6185,6968,7694,8225,8936,9472,10032,10784,11572,12308,12830,13684,14193,14775,15737,16616,17766,18581,19487,20113,20849,21742,23472,24473,25462,26408,27117,28163,29374,30485,31534,32587,33373,34061,34812,35903,36986,37968,38804,39762,41546,42323,43531,44424,45495,46313,47152,47687,48423,49709,50988,52015,52778,53327,54175,54982,55858,56770,57482,57973,58404,58904,59465,60197,60613,61305,61701,62032,62409,62969,63229,63548,63956,64306,64603,65007,65337,65777,66115,66450,66777,67254,67559,67918,68423,68961,69341,69632,69904,70396,70861,71447,71910,72467,73109,73527,74260,75016,75664,76371,77206,78131,78685,79545,80172,80836,81766,83054,83748,84876,85524,86285,87177,88346,89365,90274,91144,91854,92426,93005,93806,94581,95503,96258,96843,97384,98160,98875,99693,100212,100715,101235,101649,102229,102899,103523,104102,104669,105046,105486,106063,106664,107294,107791,108249,108863,109319,110012,110831,111607,112119,112883,113239,113575,114078,114724,115533,116110,116646,117245,117888,118519,119062,119744,120156,120568,120912,121297,121800,122359,122972,123403,123880,124311,124725,125510,126222,126819,127290,127791,128204,128664,129425,130159,130795,131357,131861,132343,132918,133548,134329,135127,135657,136154,136744,137236,137979,138691,139487,140279,140844,141741,142425,143387,144314,145281,146145,146995,147766,148766,149964,151505,152915,153996,155371,156709,158423,159900,161769,164090,165930,167656,169805,171823,174733,177086,179971,182139,183797,185464,188161,190480,192858,194448,196447,198370,201135,203355,205399
Massachusetts,US,42.407211,-71.382439,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,6,14,28,72,91,96,110,132,161,222,295,363,512,759,1016,1292,1677,1997,2281,2887,3601,4342,5273,6210,6860,7380,8610,9867,11197,12468,13940,15098,16069,17989,19997,21856,23823,25867,27158,28088,30098,32958,35544,37920,40897,42372,43458,46139,48314,51008,53403,55675,57163,58008,60128,62226,64407,66443,68516,69542,70275,72146,73876,75569,77242,78699,79387,79771,81078,82528,83840,85152,86255,86908,87274,88592,89677,90699,91680,92551,92952,93269,93485,94367,95066,95713,96258,96535,96702,97212,97665,97915,98341,98757,99180,99695,99961,100164,100376,100587,100941,101255,101519,101734,101803,101963,102148,102352,102508,102734,102846,102986,103179,103298,103464,103616,103925,104097,104192,104275,104442,104609,104832,105008,105134,105308,105466,105646,105829,105997,106199,106376,106548,106756,106923,107070,107306,107498,107746,107954,108162,108378,108672,108927,109161,109466,109680,109875,110264,110573,110971,111281,111649,111832,112297,112659,112834,113170,113498,113807,114029,114343,114590,114933,115148,115528,115847,116061,116259,116539,116818,117269,117395,117984,118358,118706,119076,119546,119990,120183,120487,120843,121131,121546,121758,122196,122562,122791,122962,123143,123546,123986,124540,124826,125080,125393,125699,126128,126582,127181,127540,127796,127969,128512,128993,129481,130050,130642,131072,131584,132116,132870,133631,134303,134947,135462,135957,136492,136936,137701,138340,138903,139663,140412,140992,141579,142346,142930,143660,144488,145464,146166,147215,148285,149488,150565,151777,153037,154218,155564,157146,158576,159707,160549,161585,163299,165161,167274,169576,171399,172727,174881,177541,180189,183095,186142,188275,190439,192964,195868,198550,200949,204155,206850,208623,211199,214594,214594,219252,222469,224964,226132,229205,234232,240907
Michigan,US,44.182205,-84.506836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,17,27,49,59,71,130,365,599,854,1123,1441,1943,2490,3098,3967,5044,5951,7049,8261,10125,11705,13823,15429,17048,18678,20575,22067,23323,24710,26022,26722,27803,29285,30433,31739,32563,33396,34083,34708,35757,36841,38278,39742,40352,40976,41445,42586,43819,44882,45942,46865,47458,47671,48156,48869,49511,50249,50715,51129,51578,52087,52488,53780,54319,54780,55472,56310,56782,57497,58040,58477,58967,59308,59527,59769,60316,60756,61414,61699,62255,62401,62617,62947,63169,63539,63983,64413,64701,64998,65182,65449,65672,65836,66054,66085,66269,66497,66798,67097,67545,67711,67957,68197,68555,68989,69329,69679,69946,70223,70728,71089,71678,72175,72581,72941,73267,73900,74551,75063,75685,76370,76776,77198,77864,78913,79839,80593,81338,81868,82395,83059,83730,84431,85072,85622,86661,87173,87958,88974,89781,90574,91332,91761,92374,93175,93893,94656,95470,96191,96726,97306,98213,98689,99856,100724,101782,102259,102749,103402,104091,104618,104618,106044,106808,107686,108637,109480,110343,111136,111975,112526,113025,113820,114468,115242,116295,117191,117191,118403,118902,119863,120846,122251,123058,123058,124287,124969,125742,126722,127500,128087,128087,129662,130357,131259,132337,133377,134373,134373,135702,136820,138014,139012,139996,141271,141271,142726,143878,145092,146493,147816,149464,149464,151396,152862,154455,156913,159119,160573,162027,164123,165994,167872,170076,172122,175612,177552,179669,182344,185934,190043,193388,197406,200972,204326,207763,212160,218263,222509,229003,233803,238308,245252,251872,259183,268362,275792,282573,288954,296840,303058,311041,321181,329021,335209,340964,347746,352433,361220,369801,378152,383728,388942,395453,402886,410843
Minnesota,US,46.39241,-94.63623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,5,9,14,21,35,54,62,78,91,115,138,169,235,262,287,346,398,441,503,576,629,689,742,789,865,935,986,1069,1154,1242,1336,1427,1621,1650,1695,1809,1912,2071,2213,2356,2470,2567,2721,2942,3185,3446,3602,3816,4181,4644,5136,5730,6228,6663,7234,7851,8579,9365,10088,10790,11271,11799,12494,12917,13435,14240,14969,15668,16372,17029,17670,18200,19005,19845,20573,21315,21960,22464,22947,23531,24190,24850,25208,25508,25870,26273,26980,27501,27886,28224,28523,28869,29316,29795,30172,30471,30693,30882,31296,31675,32031,32467,32920,33227,33469,33763,34123,34616,35033,35549,35861,36303,36716,37210,37624,37624,38136,38569,39133,39589,40163,40767,41571,42281,42772,43170,43742,44347,45013,45470,46204,47107,47457,47961,48721,49488,50291,51153,51803,52281,52947,53692,54463,55188,55947,56560,57162,57779,58640,59185,60101,60898,61516,61839,62303,62993,63723,64413,65152,65716,66061,66618,67308,68133,68867,69584,70298,70707,71236,72390,73240,74257,75189,75864,76355,77085,78123,78966,79880,80587,81225,81608,81868,82249,82716,83588,84311,84949,85351,85813,86722,87807,88721,90017,90942,91422,92100,93012,94189,95659,96734,97638,98447,99134,100200,101366,102787,103826,104799,105740,106651,107922,109312,110828,112268,113439,114574,115943,117106,119396,121090,122812,124439,125531,126591,128152,129863,132122,133802,135372,137536,139444,142311,145465,148472,150672,153620,157096,160923,164865,170307,174954,180862,184788,189681,194570,201795,207339,216028,223581,231018,236949,242043,249906,256700,262952,270157,276500,282916,289303,295001,299503,304023,312969,318763,322312,327477,333626
