Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Mississippi,US,33,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,10,12,21,36,51,80,141,207,249,320,377,485,579,663,758,847,937,1073,1177,1358,1455,1638,1738,1915,2003,2260,2469,2642,2781,2942,3087,3360,3624,3793,3974,4274,4512,4716,4894,5153,5434,5718,5911,6094,6342,6569,6815,7212,7441,7550,7877,8207,8424,8686,9090,9378,9501,9674,9908,10090,10483,10801,11123,11296,11432,11704,11967,12222,12624,13005,13252,13458,13731,14044,14372,14790,15229,15501,15752,16020,16322,16560,16769,17034,17270,17768,18109,18483,18483,19091,19348,19516,19799,20152,20641,20641,21022,21022,21022,22287,22898,23424,24516,25066,25531,25892,26567,27247,27900,28770,29684,30674,30900,31257,32214,32888,33591,34622,35419,36287,36680,37542,38567,39797,40829,41846,42638,43889,45524,47071,48053,49663,51097,52304,52957,54299,55804,57579,58747,59881,60553,61125,62199,63444,64400,65436,66646,67173,67649,68293,69374,69986,70930,71755,72136,72412,73207,74555,75449,76323,77268,77894,78405,79206,80110,80695,81294,82029,82676,82950,83584,84365,85116,85939,86478,86888,87130,87379,87805,88322,89175,89620,89874,90018,90523,91234,91935,92432,93087,93364,93556,94021,94573,95310,96032,96677,96859,97049,97638,98190,98886,99558,100167,100488,100703,101678,102241,102819,103681,104638,104932,105228,105941,106817,108139,109255,110006,110006,110592,111322,112123,113081,113876,115088,115316,115763,116617,117617,118587,119336,120160,120500,120865,121509,122275,123887,124854,125885,126689,127205,128138,129394,130665,131970,133340,134309,134898,135803,137396,138791,140429,142401,143180,143879,144544,145636,147382,148387,149940,151785,153270,154411,156868,159036
Missouri,US,38.573936,-92.60376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,4,4,5,6,12,20,31,65,74,90,196,270,356,502,670,838,903,1031,1327,1581,1834,2113,2291,2367,2722,3037,3431,3539,3799,4024,4160,4510,4714,4895,5178,5283,5517,5698,5831,5941,6188,6384,6694,6881,7029,7239,7376,7576,7766,8018,8328,8434,8887,8977,9266,9482,9692,9810,10008,10149,10232,10355,10555,10734,10832,11057,11203,11361,11513,11655,11852,11933,12267,12428,12616,12813,12990,13147,13207,13476,13691,13969,14225,14522,14691,14942,15065,15223,15450,15669,15891,16141,16193,16428,16696,16958,17185,17185,17898,18327,18355,18838,19235,19588,19950,20432,20806,21201,21778,22344,22695,23100,23717,24176,24444,24444,25579,26334,27183,27856,28745,29079,30049,30684,31209,32155,33586,34461,35218,35821,37149,38398,39673,41103,42171,43240,44429,46105,47652,49364,50911,51808,51840,53433,54785,55896,57075,58070,58306,58974,60656,61687,63159,64650,66077,66397,67475,69378,70563,71523,72648,73990,75381,75381,76839,77899,79175,80789,82263,82494,83655,85888,87299,88802,90410,91980,93342,95044,95990,97046,98092,99611,101138,102600,104213,105903,107740,109011,110993,112836,114319,115370,116884,118990,120418,122088,123853,125329,126528,127452,129532,129532,131497,133439,136462,137489,138432,141441,142963,144543,146754,149148,149625,150669,150669,153053,156410,158349,160789,163221,165242,167283,167283,169193,171085,173581,176284,178550,181169,183194,186194,188988,191234,193386,196226,199547,202875,207374,211479,212686,218257,222348,228907,231651,235978,241830,248369,251453,256126,261756,267244,271669,276775,281245,285295,289085,293241,298858,303186,306498,308625,311691,314990,320006,322963,327401
Montana,US,46.96526,-109.533691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,7,9,11,12,18,27,34,45,46,53,71,121,129,161,171,198,217,227,262,281,298,319,319,332,354,365,377,387,394,399,404,415,422,426,433,433,437,439,442,444,445,448,449,451,451,453,453,455,455,457,457,457,457,458,458,458,459,461,462,462,466,468,468,470,471,478,479,479,479,479,479,479,481,485,493,505,515,519,523,525,539,541,541,545,548,554,561,563,573,588,601,609,614,630,655,666,698,717,740,743,766,803,829,852,863,919,967,1016,1083,1128,1167,1212,1249,1327,1371,1466,1593,1677,1758,1843,1952,2096,2231,2366,2471,2533,2621,2712,2813,2910,3039,3260,3342,3381,3475,3676,3814,3965,4081,4193,4233,4314,4429,4602,4757,4889,4952,5017,5104,5268,5407,5541,5659,5750,5792,5846,5956,6072,6216,6376,6429,6489,6624,6785,6929,7063,7251,7340,7421,7509,7691,7871,8019,8164,8264,8316,8381,8468,8661,8785,8925,9021,9107,9244,9431,9647,9871,10163,10299,10429,10700,10912,11242,11564,11907,12107,12413,12724,13071,13500,13855,14356,14635,14847,15347,16063,16677,17399,18117,18702,19125,19611,20210,20933,21595,22233,22821,23390,24093,24712,25640,26503,27142,27880,28501,29346,29966,30853,31916,32801,33495,34252,35159,35955,36968,37947,38948,39679,40053,41151,42070,43031,44244,45886,47158,48027,49398,50582,51818,53293,54542,55680,56381,57504,58565,59682,59796,60845,61801,62198,63205,64340,65122
Nebraska,US,41.5,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,5,10,14,14,19,18,23,24,29,37,38,42,50,61,64,68,85,96,120,153,177,210,246,279,321,363,412,478,519,567,648,704,791,871,901,952,1066,1138,1287,1474,1648,1713,1813,2124,2421,2732,3028,3358,3374,3784,4281,4838,5326,5659,6083,6438,6771,7190,7831,8234,8315,8572,8692,9075,9416,9772,10220,10348,10625,10846,11122,11425,11662,11989,12134,12355,12619,12976,13261,13654,13905,14101,14345,14611,14866,15117,15379,15543,15634,15752,15883,16025,16025,16513,16633,16725,16851,17031,17226,17415,17591,17707,17810,17957,18092,18221,18346,18524,18775,18899,18899,19177,19310,19452,19660,19827,19929,20046,201,20425,20623,20777,20998,21172,21399,21717,21979,22134,22361,22481,22583,22847,23190,23486,23818,24174,24395,24618,24899,25157,25422,25766,26211,26391,26702,26956,27178,27489,27821,28104,28104,28432,28696,29030,29244,29660,29988,30241,30372,30563,30825,31040,31348,31626,31780,31889,32047,32348,32727,33101,33436,33753,34046,34287,34574,34995,35469,35661,35805,35886,35975,36477,36917,37373,37841,38108,38335,38642,38970,39419,39921,40387,40797,41083,41388,41785,42278,42731,43162,43596,44063,44578,45044,45564,46185,46977,47403,47807,48259,48757,49396,50059,51144,51887,52382,52839,53543,54467,55428,56714,57334,58068,58817,59409,60308,61285,62510,63215,63797,64499,65376,66545,68150,69645,70732,71666,72620,74060,75888,78012,80693,82395,83969,85551,87733,89942,92553,94922,96834,98161,101601,103805,106617,109280,111661,113029,114061,115921,117682,120076,122952,124066,125323,126466,128407,130194,132530,134710
Nevada,US,39.876019,-117.224121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,4,4,7,11,17,21,24,45,56,55,95,109,161,190,245,278,321,420,535,621,920,1008,1113,1279,1458,1514,1742,1836,1953,2087,2318,2456,2584,2700,2836,2971,3088,3211,3321,3524,3626,3725,3830,3937,4081,4208,4398,4539,4602,4690,4805,4898,4998,5227,5311,5426,5491,5594,5663,5766,5884,6028,6098,6152,6311,6394,6499,6614,6662,6857,6906,7046,7166,7255,7401,7696,7770,7879,7998,8114,8208,8350,8495,8593,8688,8830,8935,9090,9266,9460,9649,9786,10030,10164,10399,10678,10946,11173,11279,11658,11842,12076,12486,12931,13205,13535,13997,14362,14859,15240,16339,17160,17894,18456,19101,19733,20718,21575,22418,22909,23785,24301,24904,25908,26838,27683,28515,29619,30468,31915,33295,34477,35765,36713,37528,38657,39919,40885,41816,42843,43831,44936,45806,46824,48088,49074,50205,51199,52179,52828,53557,54533,55419,56230,56972,57520,58048,58650,59749,60608,61305,61967,62639,63028,63584,64433,65069,65601,66010,66413,66666,67220,67852,68461,68908,69228,69633,69872,70223,70712,71102,71610,71967,72104,72258,72546,72806,73220,73537,73814,74040,74248,74595,75096,75419,75804,76036,76298,76807,77197,77753,78355,78728,79191,79595,79980,80410,81182,81708,82100,82437,82916,83347,83827,84593,85399,85779,86348,86835,87314,87969,88685,89652,90261,90843,91499,92064,92853,93666,94812,95703,96178,96908,97479,98554,99786,100763,101479,102114,103025,104093,105360,106922,108746,110022,110982,112304,113411,114880,116737,119006,120183,122097,123794,125459,127875,129714,131733,133888,136227,139080,142239,144781,146317,149229,150527,152169,154867,156996,159532
New Hampshire,US,44,-71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,4,4,4,5,6,6,7,13,17,26,39,44,56,65,78,101,108,137,158,187,214,258,314,367,415,479,540,621,669,715,747,788,819,885,929,985,1020,1091,1139,1211,1287,1342,1392,1447,1491,1588,1670,1720,1787,1864,1938,2010,2054,2146,2310,2429,2518,2588,2636,2740,2843,2947,3011,3071,3160,3239,3299,3382,3464,3556,3596,3652,3721,3868,3935,4014,4089,4149,4197,4231,4286,4386,4492,4545,4651,4685,4749,4795,4876,4953,5019,5043,5079,5132,5178,5209,5251,5299,5318,5345,5364,5436,5450,5486,5518,5544,5558,5571,5598,5638,5671,5717,5747,5760,5782,5802,5822,5857,5857,5897,5914,5932,5952,5973,5991,6024,6054,6068,6091,6113,6139,6165,6188,6203,6249,6262,6295,6318,6375,6415,6436,6441,6500,6513,6544,6583,6613,6634,6660,6693,6719,6742,6779,6818,6831,6840,6861,6887,6921,6964,6980,6988,7004,7017,7036,7050,7071,7092,7107,7134,7150,7159,7194,7216,7246,7254,7275,7297,7309,7347,7368,7424,7447,7476,7494,7517,7573,7620,7652,7696,7714,7748,7780,7814,7861,7920,7947,7952,7990,8007,8044,8085,8121,8172,8208,8233,8266,8317,8534,8597,8645,8680,8731,8800,8878,8970,9092,9143,9208,9279,9349,9426,9514,9625,9694,9746,9828,9917,9994,10112,10238,10328,10397,10531,10641,10768,10884,11084,11214,11320,11448,11563,11808,12012,12241,12488,12699,12919,13148,13470,13929,14311,14671,15029,15303,15749,16277,16797,17281,17598,18042,18382,18776,18776,19313,20002,20480,20994,21766,22332,22925
New Jersey,US,39.833851,-74.871826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,5,15,23,29,50,69,98,177,265,423,736,883,1317,1899,2821,3646,4369,6821,8754,11035,13277,16499,18548,22083,25410,29686,33900,37257,40818,44142,47170,50751,54309,57871,61556,64275,68523,70756,75050,78213,81168,85029,88523,92120,95606,99775,101951,105279,108769,110912,113608,116037,118465,121021,123551,127254,129151,131535,132915,134978,137084,138456,139891,141019,141979,142779,143961,145441,146347,148152,150035,150972,152065,153411,154249,154702,155374,156582,156997,157812,159253,160386,160920,161769,162641,163148,163785,164536,165183,165700,166038,166951,167234,167729,168262,168904,169304,169511,169877,170326,170679,171110,171524,171869,172158,172471,173039,173213,173573,173982,174265,174571,174616,175164,175446,175858,176160,176365,176665,177076,177542,177787,178118,178537,178847,179088,179534,179937,180255,180689,180958,181089,181136,181266,181521,181889,182171,182532,182921,183248,183881,184428,184660,185088,185641,185907,186150,186564,186741,187249,187622,187939,188192,188382,188849,189205,189573,189930,190454,190866,191269,191690,192017,192315,192498,192799,193066,193267,193567,193877,194133,194383,194719,194953,195104,195560,195947,196250,196593,196978,197236,197520,197859,198216,198551,198949,199435,199841,200144,200522,200991,201382,201936,202489,202845,203216,203664,204166,204593,205315,205892,206611,207250,207977,208360,208994,209725,210411,211217,211814,212564,213164,213769,215101,215943,216697,217559,217990,219167,220196,221176,222087,222972,224096,225398,226542,227618,228633,229825,231454,232621,234262,236110,237717,239375,241411,242723,244370,246149,248142,250730,252777,254924,257844,260080,262437,266688,269371,273112,276366,280424,284482,287917,292057,295751,300506,304538,308326,311800,316590,321479,325440,329016,333766,336852,340829,344977,350039,354754,359647
New Mexico,US,34.307144,-106.018066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,13,17,21,23,28,35,43,57,65,83,100,112,136,191,208,237,281,315,363,403,495,546,624,686,794,865,989,1091,1174,1245,1345,1407,1484,1597,1711,1798,1845,1971,2072,2210,2379,2521,2660,2726,2823,2974,3213,3411,3513,3732,3850,4031,4138,4291,4493,4673,4778,4863,5069,5212,5364,5503,5662,5847,5938,6096,6192,6317,6472,6625,6795,6943,7026,7130,7252,7364,7493,7624,7689,7800,8024,8140,8353,8672,8800,8940,9062,9105,9250,9367,9526,9621,9723,9845,9933,10065,10153,10260,10430,10565,10694,10838,10990,11192,11408,11619,11809,11982,12147,12276,12520,12776,13063,13256,13507,13727,14017,14251,14549,14773,15028,15291,15514,15841,16138,16456,16736,16971,17215,17517,17828,18163,18475,18788,19042,19502,19791,20136,20388,20600,20796,21016,21130,21340,21566,21773,21965,22115,22315,22444,22643,22816,22987,23160,23302,23408,23500,23579,23749,23951,24095,24302,24396,24469,24535,24732,24920,25042,25178,25283,25352,25460,25612,25812,25902,26048,26107,26144,26181,26268,26429,26563,26661,26761,26842,26923,27041,27199,27350,27512,27579,27683,27790,27987,28224,28487,28692,28844,28985,29157,29435,29661,30000,30296,30477,30632,30947,31372,31756,32241,32722,32983,33362,33713,34290,34958,35770,36343,36788,37302,37896,38715,39377,40168,41040,41863,42586,43169,43826,44904,45909,46490,47232,48104,49240,50251,51110,52394,53671,54881,56289,57547,59034,60776,62006,63171,64201,65454,67559,70451,74116,77098,79440,81896,84148,86247,88102,89796,91852,93982,95417,97095,99419,100963,102862
New York,US,40.73061,-73.935242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,21,24,76,105,138,152,216,328,421,528,740,975,1717,3060,5402,8455,10449,15891,21016,26534,33211,39311,46694,53947,61363,68151,76978,85085,94442,105075,116586,125067,134206,144925,153929,164467,175517,184490,192952,199374,206991,218657,226296,234052,241145,247322,252203,256666,262381,268697,277565,288438,294118,298133,301580,306290,310973,315358,319351,324023,327515,330281,333634,337566,340875,344210,346628,348824,350449,353245,356182,359940,362795,364767,367002,368803,370854,373550,375713,377369,379170,380562,382014,383195,385196,387138,388790,390073,391244,392691,393810,395408,396873,397984,399002,400066,400834,401664,402509,403559,404611,405429,406255,407058,407797,408600,409767,410608,411438,412146,412810,413529,414448,415381,416192,416961,417502,418010,418779,419814,420948,421811,422442,423025,423667,424437,425246,426190,426981,427812,428477,429452,430451,431554,432586,433488,434338,435045,435927,436750,437703,438609,439454,440059,440840,441436,442234,443174,444098,444853,445320,446015,446865,447553,448342,449165,450002,450606,451199,451910,452683,453506,454322,455113,455772,456292,457010,457774,458453,459270,459971,460634,461165,461792,462468,463369,464089,464769,465549,466292,467623,468405,469390,470636,471443,472185,472743,473755,474384,475211,476197,477066,477782,478555,479360,480083,481075,481964,482997,483880,484612,485394,486112,487155,488139,489146,490040,491036,492234,493332,494785,496493,498214,499442,500596,502006,503473,505414,507075,508501,509646,510796,512339,513648,515213,516942,518732,520186,521408,522707,524768,526477,528263,530258,531847,533264,535321,537406,539996,542298,544275,546452,548275,550704,552863,555920,559161,562577,565929,569508,573465,578076,583133,588605,593767,597394,601457,606624,611988,617741,623242,628808,634035,640356,645834,651830,658637,666642,672393,679111,686446,694060,703443,713587
North Carolina,US,35.782169,-80.793457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,7,7,9,17,17,24,33,39,64,93,124,176,246,271,410,498,567,829,880,1022,1167,1373,1536,1717,2023,2287,2509,2663,3039,3321,3562,3823,4088,4355,4582,4884,5133,5381,5608,6031,6366,6589,6867,7113,7488,7854,8250,8753,8994,9415,9739,10181,10755,11071,11579,11743,11972,12511,13054,13518,14007,14479,14939,15273,15623,16351,16996,17494,18130,18659,19208,19844,20261,21220,22110,22864,23364,24056,24454,24895,25720,26849,27793,28784,29591,30022,31221,32074,33294,34717,35624,36516,37226,38393,39570,41416,42844,44263,45113,45906,46933,48690,49840,51613,52934,53736,54571,56238,57385,59080,60621,62197,63734,65397,66653,68508,70562,71654,72983,74834,76582,77610,79669,81535,84002,85911,87757,89748,91564,93755,95837,98323,100143,101434,103297,105488,107433,109578,111692,113337,115022,116827,118653,121064,123082,124835,126197,127585,129279,130464,132515,134094,136084,137710,138217,139348,140659,142637,143847,145507,146909,147340,148676,149887,151944,154017,155798,157289,158678,160124,161466,163643,165122,166845,168797,170084,172293,173509,175225,177346,178932,180031,181070,181903,182872,184179,185789,187267,188487,189435,190645,191879,193511,195015,196254,197589,198389,199701,200802,202638,204331,206090,207380,208248,209137,210632,212909,214684,216886,217496,219754,221258,222969,225397,227431,229752,231471,232747,234481,236407,238939,241623,243725,246028,247172,248750,250592,252992,255708,258292,260099,261742,263883,266136,269021,271830,274635,276692,278028,280377,282802,285661,288569,291245,293339,294860,297442,300561,303454,305233,309118,312235,314207,317495,320862,325158,328846,332261,336775,339194,342294,346506,350680,354514,357958,361778,364512,367395,371594,377231
North Dakota,US,47.650589,-100.437012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,6,18,26,28,30,32,34,45,52,68,83,98,109,122,142,159,173,186,207,225,237,251,269,278,293,308,331,341,365,393,439,528,585,627,644,679,709,748,803,867,942,991,1033,1067,1107,1153,1191,1225,1266,1323,1371,1425,1464,1491,1518,1571,1647,1712,1761,1848,1900,1931,1994,2095,2229,2317,2365,2418,2457,2439,2439,2481,2520,2554,2577,2625,2646,2679,2706,2745,2816,2861,2880,2901,2941,2980,3016,3058,3080,3101,3124,3166,3193,3226,3251,3288,3313,3320,3362,3393,3421,3458,3495,3539,3576,3615,3657,3722,3779,3816,3849,3898,3971,4070,4154,4243,4334,4442,4493,4565,4668,4792,4907,5019,5126,5207,5367,5493,5614,5736,5876,5986,6141,6227,6301,6469,6602,6660,6785,6933,7057,7177,7327,7508,7596,7713,7885,7970,8171,8322,8444,8587,8647,8782,8968,9242,9474,9736,9876,10000,10229,10467,10800,11110,11484,11702,11816,12000,12267,12629,12973,13334,13631,13801,13872,14110,14443,14684,15151,15577,15831,16064,16333,16723,17230,17607,17958,18244,18508,18981,19451,19885,20380,20724,20983,21401,21846,22218,22694,23134,23550,23862,24364,24857,25384,26040,26628,27265,27737,28245,28947,29653,30517,31261,31978,32637,33666,34165,35052,35939,36874,37719,38241,39130,39907,41130,42483,43916,45043,46015,47187,48301,49837,51602,53204,54305,55458,56342,57373,59173,60602,62872,63796,64885,65967,67230,68612,70016,71540,72683,73397,74401,75478,76442,77232,77935,78658,79252,79655,80135,81105
Ohio,US,40.367474,-82.996216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,13,26,37,50,67,89,119,173,247,351,442,564,704,867,1137,1406,1653,1933,2199,2547,2902,3312,3739,4043,4450,4782,5148,5512,5878,6250,6604,6975,7280,7791,8414,9107,10222,11602,12919,13725,14117,14694,15169,15587,15963,16325,16769,17303,18027,18743,19335,19916,20476,20971,21576,22134,23016,23697,24081,24787,25264,25729,26367,26961,27478,27929,28485,28991,29436,30212,30865,31478,31973,32535,33075,33497,33957,34625,35040,35553,36027,36395,36826,37421,37792,38143,38507,38863,39190,39615,40032,40480,40848,41193,41612,42062,42530,43238,43834,44355,44881,45609,46184,47151,48075,49077,49907,50900,51655,52419,53335,54166,55763,56481,57194,58013,58967,60217,61331,62884,64230,65628,66891,68059,69371,70601,72321,73859,74966,76196,77269,78783,80229,81790,83213,84094,85206,86531,87894,89648,91179,92101,93041,94007,95136,96325,97490,98694,99983,100852,101756,102849,104268,105459,106585,107702,108318,109081,109943,110897,112023,113092,114359,114957,115768,116607,117666,118892,120171,121381,122394,123264,124687,125824,127231,128560,129871,130674,131419,132063,133111,134205,135477,136801,137593,138642,139604,140660,141693,142831,143733,144524,145325,145982,146927,147883,149030,150131,151088,152022,153053,154107,155411,156892,158017,158959,160030,161346,162755,164311,166146,167480,168770,170229,171697,173733,175910,178050,180262,181811,183685,185698,188063,190503,193038,195899,198200,200302,202839,205418,208997,212823,215712,219031,221916,226138,230222,235181,240178,245727,250268,254974,261482,267356,274471,282528,290243,298096,305364,312443,318828,326615,335423,343286,351419,363304,371908,382743,391275,399808,406703,414432,421063,430093,437928,446849
Oklahoma,US,36.084621,-96.921387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,7,10,19,31,46,49,53,67,81,106,164,250,322,377,429,481,565,719,879,988,1159,1252,1327,1472,1524,1684,1794,1868,1970,2069,2184,2263,2357,2465,2570,2599,2680,2807,2894,3017,3121,3193,3253,3280,3410,3473,3618,3748,3851,3972,4044,4127,4201,4330,4424,4490,4589,4613,4732,4852,4962,5086,5237,5310,5398,5489,5532,5680,5849,5960,6037,6090,6137,6229,6270,6338,6418,6506,6573,6692,6805,6907,7003,7059,7150,7205,7363,7480,7626,7848,8073,8231,8417,8645,8904,9354,9706,10037,10515,10733,11028,11510,11948,12343,12642,12944,13172,13757,14112,14539,15065,15645,15928,16362,17220,17893,18496,19092,19779,20235,20745,21738,22813,23441,24140,25056,25265,25433,27147,28065,28802,29116,30081,31285,32686,33775,34623,35740,36487,37731,38225,38602,39463,40564,41401,42255,43080,43566,43963,44728,45398,46103,46897,47798,48342,48711,49326,49923,50669,51746,52599,53165,53522,54172,54838,55550,56260,57353,58020,58733,59399,60118,61027,62040,63187,63607,64220,65053,65929,66700,67642,68659,69354,70223,71314,72284,73318,74567,75804,76807,77908,79072,80161,81244,82520,83510,84333,85194,86219,87199,88369,89559,90748,91317,91982,93346,94352,95564,97088,98621,99387,100184,101493,102615,103836,105308,106503,107299,108073,109548,110855,112483,113856,115685,116736,117399,118409,119152,120193,121495,122762,124111,125195,126526,127772,129873,131751,136258,136258,138455,140157,142334,144691,147358,150205,154128,156857,158408,161425,164340,167261,170924,174330,177874,180610,184342,187567,190696,193824,195545,197745,199482,202341,204048
