Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Hawaii,US,19.741755,-155.844437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,58,58,58,85,89,113,113,251,251,251,310,315,333,359,374,390,410,414,423,437,444,455,463,482,488,493,505,516,526,532,541,544,548,551,558,565,565,551,561,561,563,563,564,565,572,573,574,578,578,579,585,589,591,591,593,600,604,605,606,608,608,609,612,611,614,616,617,618,621,622,623,627,628,629,630,637,639,640,642,644,651,669,673,686,696,705,714,719,722,736,741,746,754,756,777,781,797,811,840,847,872,890,911,921,951,975,994,1019,1043,1057,1084,1113,1125,1148,1167,1179,1191,1205,1215,1226,1243,1269,1294,1315,1354,1402,1433,1467,1511,1548,1586,1627,1665,1716,1756,1808,1841,1868,1921,1977,2031,2072,2107,2143,2172,2236,2288,2371,2410,2477,2520,2578,2634,2689,2778,2855,2931,2991,3028,3063,3120,3176,3334,3418,3565,3693,3885,4105,4248,4394,4622,4759,4888,4992,5125,5265,5397,10126,10155,10215,10256,10298,10340,10389,10415,10446,10470,10526,10573,10604,10651,10713,10750,10781,10834,10883,10915,10947,10995,11044,11078,11150,11188,11232,11292,11346,11405,11444,11523,11605,11682,11738,11776,11824,11868,11930,11958,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12006,12684,12684,12684,12684,12684,12684,12684,12684,12684,13182,13182,13182,13182,13182
Idaho,US,44.068203,-114.742043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,24,453,453,585,660,710,767,822,867,867,867,867,1087,1087,1087,1087,1087,1087,1358,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,2100,2185,2195,2225,2248,2248,2266,2282,2311,2362,2408,2461,2461,2509,2554,2628,2684,2776,2837,2837,2877,2921,3013,3088,3183,3305,3305,3405,3484,3610,3712,3827,3898,3898,4073,4233,4393,4393,2831,2858,2886,2907,2907,2978,3022,3066,3114,3114,3262,3360,3513,3676,3827,3989,4149,4335,4504,4746,5008,5008,5483,5731,5964,6203,6472,6744,6998,7146,7370,7617,7875,8207,8486,8738,8921,9157,9341,9548,9850,10089,10369,10616,10883,11093,11397,11733,12007,12359,12606,12867,13081,13353,13657,13928,14175,14490,14712,14963,15212,15585,15787,16071,16339,16554,16760,16956,17304,17599,18052,18406,18619,18826,19075,19405,19691,19915,20105,20304,20485,20674,20901,21105,21291,21468,21630,21796,21976,22180,22371,22568,22744,22930,23115,23288,23475,23678,23881,24089,24304,24523,24699,24983,25214,25457,25679,25980,26238,26549,26916,27221,27509,27760,28056,28309,28553,28890,29195,29556,29867,30218,30525,30844,31210,31574,31969,32330,32702,33032,33330,33330,34104,34482,34482,35215,35530,35948,36339,36831,37232,37504,38025,38397,38397,39199,39199,39900,40120,40461,40929,41354,41838,42274
Illinois,US,40,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,606,606,606,606,606,606,606,606,606,606,606,606,606,606,606,645,645,645,645,645,645,645,645,1554,1830,1830,2032,2168,2168,2168,2166,2166,2290,3353,3353,3353,3615,3615,3615,3615,3615,4467,61985,61985,63537,64641,65964,66642,67436,67896,68126,69207,70092,71127,83169,83553,83806,84045,85002,86157,86849,103806,103806,103806,104512,105076,106063,106690,107270,107677,111061,111280,111609,112048,112612,113035,113176,113270,113364,113943,114507,114821,115071,115447,115745,115839,116231,116356,116748,138168,138510,138605,138719,139156,139593,139973,140315,140543,140562,140904,141474,141778,141778,142405,142557,142823,142994,143355,143887,144286,144647,144989,145084,145103,145483,145768,146224,146699,146794,147136,147364,147858,148314,148827,149283,149606,149720,149872,150423,151126,151563,151943,152152,152361,152494,153216,153729,154185,195432,195984,196104,196296,196464,197136,197808,198552,199080,199416,199536,199968,200808,201408,201864,202464,202800,202968,203664,204192,204912,205512,206112,206424,206736,207288,208128,208704,209832,210576,210984,211320,212064,213072,213840,214680,215400,215616,215928,216624,217776,219048,253172,254621,255981,257424,259330,261362,263533,266031,267416,268879,270379,272185,274410,277183,279594,281189,282885,284218,286443,288556,290960,293375,294806,296637,298213,300775,300775,306868,309710,312413,315138,317943,320754,324713,329767,333510,337881,341137,344944,349392,354398,358349,364639,368872,373797,377936,384114,390650,397769
Indiana,US,40.273502,-86.126976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1559,1559,1559,1559,1559,1691,1691,1869,1869,1869,1869,1869,1869,1869,1869,1869,1954,1954,1954,1954,1954,2778,2778,2778,2778,2778,3649,22623,23182,23707,24317,24729,25138,25608,26205,26791,27321,27321,28233,28522,28744,29093,29357,30175,30760,31110,31302,31739,32152,32571,33036,33396,33725,33935,34348,34646,35025,35405,35756,36076,36475,36788,36999,37462,37795,38120,38441,38623,38914,39155,39571,40004,40421,40722,40965,41322,41322,41322,42603,43066,43535,43809,44124,44548,45058,45751,46466,46955,46955,46955,46955,52476,53301,54068,54068,54068,54068,56349,57209,57209,59073,59488,59801,60677,61518,62483,63262,64131,64131,64131,64131,66703,67673,68675,69723,70183,70534,70534,72391,73390,74288,75222,75680,76023,77015,77939,78925,79859,80738,81089,81405,82311,83279,84336,85334,86260,86260,87090,88173,89072,90069,90979,91866,92306,92552,92847,93921,94816,95655,95655,96845,96845,98127,98988,99802,100528,101184,101184,101184,102769,103722,104647,105594,106319,106319,107148,108462,109675,110746,111792,112914,113498,113994,115425,116834,118268,119664,120925,121813,122446,123980,125661,127143,128674,130248,131277,131979,134598,136988,139444,142017,144548,146000,146886,150235,153381,156423,159413,162324,163741,164992,169211,173231,177972,182726,187259,189640,191290,197078,203214,208176,213673
Iowa,US,42.032974,-93.581543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,18,18,18,18,68,68,68,68,89,89,89,89,674,741,741,741,741,1007,1007,1171,1235,1293,1428,1492,1604,1604,1604,2021,2164,2164,2697,2899,3156,3156,3486,3572,3803,3803,4685,4685,4685,5249,5618,5954,6231,6561,6927,7154,7797,8160,8419,8768,9161,9260,9318,9344,9855,10116,10526,10853,11050,11165,11530,11604,12135,12420,12585,12757,12816,13182,13501,13739,13956,14227,14299,14383,14625,15025,15372,15575,15889,15905,16084,16260,16706,16910,17037,17345,17467,17620,17935,23288,23628,24027,24372,24612,24829,25300,25686,26117,26383,25933,26110,26236,26726,26979,27216,27417,27635,27824,27896,28042,28413,28677,28956,29225,29475,29626,29892,30656,31258,31835,32578,32819,32955,33195,34040,34724,35568,36359,36882,37100,37320,38032,38687,39349,39943,40381,40540,40813,41597,41876,42383,42945,43383,43498,43768,44396,44911,45449,46018,46416,46565,46775,47484,48095,48595,49068,49522,49736,49892,50515,51061,51728,52400,52962,53152,53461,54379,55101,55839,56574,57286,57534,57957,59223,60362,61520,62665,65491,65878,66340,67504,68484,69630,70531,71321,71598,71928,72283,73328,74262,75150,75951,76258,76636,78169,79164,80224,80576,81507,81820,82222,83549,84688,85698,86651,87470,87747,88131,89509,90539,91477,92409,93202,93534,93970,95515,96815,98089,99278,100362,100757,101191,103032,104225,105410,106543,107542,107886,108189,110000,111321,112786,114345,115734,116308,116861,119717,122060,124522,127348,130007,131098,132272,137433,142247,147169
Kansas,US,38.5,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,240,240,240,240,240,440,440,503,503,503,503,503,503,503,503,769,801,801,904,904,981,981,1675,1675,1675,1675,1675,1675,1675,1857,1857,2477,2477,2477,2604,2604,2801,2855,2855,3818,3818,3855,3961,4019,4019,4266,4379,4379,4434,4552,4552,4752,4772,4772,5216,5216,5578,5661,5779,6005,6127,6127,6127,6702,6832,6911,7021,7152,7295,7614,7788,8039,8136,8379,8689,8706,8973,9095,9403,9570,9814,9857,10100,10305,10519,10588,10832,10970,11196,11269,11304,11727,11840,12117,12178,12426,12461,12554,12885,13230,13585,13848,14126,14338,14596,14913,15208,15729,15994,16507,16671,16758,17122,17571,18068,18278,18535,19035,19504,19677,20320,20475,21063,21314,21957,22094,22552,22688,23461,24336,24336,24519,24684,25028,25261,25784,26154,26320,26410,26752,27049,27573,27853,28328,28587,28690,28779,29396,29931,30135,30621,30765,30905,35829,36416,36980,37279,37956,38103,38210,38869,39123,42901,43212,44063,44170,44170,44924,45275,45989,46402,46512,46977,46977,47822,49491,50625,51002,51690,51828,52052,52543,52867,53081,53081,54982,55147,55240,55867,57847,58428,58428,59660,59774,59779,60624,61095,61874,63267,63867,63986,63986,64604,65426,65956,65956,68615,68873,69028,70574,70929,71106,72156,73432,73543,73543,74847,77237,78332,79217,81457,81736,81736,83445,87580,89344,89771,90539,90844,91066,91393,96751,99601,101299
Kentucky,US,37.839333,-84.27002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,64,64,64,64,64,64,64,306,306,306,306,306,306,306,306,306,306,306,306,306,306,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1122,1675,1675,2177,2266,2308,2308,2335,2546,2649,2712,2739,2768,2768,2785,2826,2919,3008,3069,3102,3102,3102,3115,3124,3124,3181,3231,3231,3232,3275,3283,3303,3316,3344,3344,3359,3365,3375,3379,3390,3409,3409,3416,3431,3444,3506,3506,3530,3530,3534,3591,3706,3719,3730,3730,3730,3939,3990,4052,4726,4747,4747,4747,4785,4841,4912,4939,5258,5322,5322,5344,5389,5475,5500,6772,6824,6824,6876,6927,7000,7046,7396,7421,7421,7466,7470,7495,7590,7590,8135,8135,8335,8406,8467,8523,8523,8674,8674,8738,8819,8893,8965,9021,9091,9091,9158,9233,9331,9388,9448,9502,9502,9544,9594,9691,9731,10266,10328,10328,10375,10417,10463,10547,10587,10613,10613,10648,10665,10725,10791,10822,10872,10872,10918,10962,11043,11109,11168,11237,11237,11283,11361,11480,11570,11677,11750,11750,11787,11792,11840,11970,12041,12121,12121,12445,12751,12800,13113,13417,13539,13539,13615,13986,16756,16928,17018,17155,17155,17229,17402,17534,17627,17722,17723,17723,17881,18045,18165,18277,18407,18468,18468,18516,19043,19667,20304,20926,21513,21513,22942,23165,23165,23629,23872,24329,24329,24568,24760,25058,25437,25728,26156,26156,26611,26951,27349,27349,27866,27998,27998,28281,28468,28468,28755
Louisiana,US,30.39183,-92.329102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,40,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,14927,14927,14927,17303,17303,17303,17303,17303,17303,17303,17303,20316,20316,20316,20316,20316,20316,20316,22608,22608,22608,22608,22608,22608,26249,26249,26249,26249,26249,26249,26249,28700,28700,28700,28700,28700,28700,28700,31728,31728,31728,31728,31728,31728,31728,33904,33904,33904,33904,33904,33904,33904,37017,37017,37017,37017,37017,37017,37017,39792,39792,39792,39792,39792,39792,39792,42225,42225,43026,43026,43026,43026,43026,43026,43026,46334,46334,46334,46334,46334,46334,46334,53288,53288,53288,53288,53288,53288,53288,61456,61456,61456,61456,61456,61456,61456,74246,74246,74246,74246,74246,74246,74246,89083,89083,89083,89083,89083,89083,89083,103512,103512,103512,103512,103512,103512,103512,118120,118120,118120,118120,118120,118120,118120,127918,127918,127918,127918,127918,127918,127918,134432,134432,134432,134432,134432,134432,134432,140440,140440,140440,140440,140440,140440,140440,145570,145570,145570,145570,145570,145570,145570,149640,149640,149640,149640,149640,149640,149640,154163,154163,154163,154163,154163,154163,154163,157873,157873,157873,157873,157873,157873,157873,161792,161792,161792,161792,161792,161792,161792,165282,165282,165282,165282,165282,165282,165282,168634,168634,168634,168634,168634,168634,168634,172210,172210,172210,172210,172210,172210,172210,172210,176107,176107,176107,176107,176107,176107,185960,185960,185960,185960,185960,185960,185960,192488,192488,192488,192488,192488,192488,192488,202891,202891
Maine,US,45.367584,-68.972168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,16,16,16,16,41,68,80,94,113,140,156,158,176,187,202,246,256,266,273,292,305,333,352,382,393,414,443,455,485,499,519,532,549,585,615,631,657,689,706,720,741,766,787,836,857,861,872,913,943,958,993,1012,1028,1053,1088,1110,1110,1192,1232,1263,1290,1318,1357,1402,1458,1505,1552,1586,1646,1699,1739,1797,1845,1864,1891,1992,2023,2062,2105,2152,2173,2189,2233,2275,2300,2323,2380,2391,2391,2391,2490,2512,2542,2566,2577,2623,2646,2671,2698,2731,2751,2772,2787,2816,2856,2901,2931,2972,2994,3008,3062,3079,3094,3114,3136,3148,3159,3191,3216,3239,3259,3281,3284,3292,3319,3336,3345,3361,3377,3387,3396,3424,3456,3475,3479,3504,3512,3537,3560,3579,3592,3604,3616,3624,3638,3649,3662,3679,3698,3718,3734,3762,3784,3818,3847,3887,3899,3910,3923,3945,3978,3988,4006,4037,4049,4076,4086,4135,4153,4191,4211,4226,4237,4280,4307,4317,4335,4346,4364,4384,4407,4445,4478,4507,4538,4567,4599,4629,4678,4704,4741,4763,4782,4807,4839,4880,4900,4933,4951,4970,4998,5006,5052,5070,5099,5112,5145,5175,5206,5244,5269,5307,5317,5334,5363,5399,5441,5462,5495,5517,5554,5588,5632,5686,5751,5830,5906,5935,6036,6100,6226,6292,6428,6597,6681,6830,7025,7229,7403,7590,7713,7791,7986,8232,8592,8791,8800,8822,8952,9098,9364,9564,9733
Maryland,US,39.045753,-76.641273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,25,32,32,43,53,69,81,159,159,159,184,288,288,376,397,431,456,603,603,607,736,736,771,914,917,930,981,1040,1108,1165,1177,1263,1263,1263,1263,1517,1517,1517,1517,1517,1903,1903,2041,2041,2041,2298,2394,2456,2456,2456,2806,2806,2806,2806,2806,2806,3243,3283,3283,3283,3283,3401,3401,3571,3649,3764,3764,3855,3970,3985,4159,4175,4240,4240,4279,4310,4365,4474,4536,4541,4567,4579,4596,4640,4685,4745,4773,4776,4797,4810,4874,4903,4935,4976,4979,4982,5001,5013,5023,5025,5029,5029,5036,5085,5132,5157,5190,5230,5230,5238,5238,5286,5286,5344,5344,5344,5380,5434,5434,5434,5434,5434,5434,5592,5592,5592,5689,5713,5713,5740,5740,5749,5790,5838,5899,5910,5910,5935,5956,5962,5986,5995,6004,6008,6008,6030,6040,6047,6047,6047,6047,6056,6061,6080,6124,6124,6124,6124,6976,7026,7039,7072,7099,7103,7112,7142,7157,7166,7186,7221,7225,7229,7254,7286,7311,7351,7374,7377,7378,7394,7396,7416,7431,7458,7463,7476,7509,7536,7568,7606,7652,7653,7657,7661,7665,7676,7704,7721,7738,7738,7744,7812,7851,7869,7880,7890,7892,7926,7960,7999,8030,8055,8064,8067,8099,8117,8144,8164,8181,8199,8201,8223,8235,8255,8262,8284,8291,8297,8305,8313,8323,8343,8362,8374,8380,8408,8421,8441,8474,8498,8506,8511,8517,8549,8561,8569,8599,8607,8608,8613,8648,8675
Massachusetts,US,42.407211,-71.382439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,729,729,729,729,729,8118,8118,8701,9289,9882,10480,11083,11691,12304,12922,13545,14173,14806,15444,16087,16726,17370,18010,18655,19296,19942,20584,21874,22148,22148,22148,22148,27812,27812,27812,27812,27812,27812,27812,27812,33839,35194,36602,38067,39591,41175,42823,44537,46354,46354,46354,46354,46354,78108,78108,78108,78108,78108,78108,78108,84621,84621,84621,84621,84621,84621,84621,88725,88725,88725,88725,88725,88725,88725,91404,91404,91404,91404,91404,91404,91404,93157,93157,93157,93157,93157,93157,93157,94347,94347,94347,94347,94347,94347,94347,95390,95390,95390,95390,95390,95390,95390,96452,96452,96452,96452,96452,96452,96452,97595,97595,97595,97595,97595,97595,97595,99021,99021,99021,99021,99021,99021,99021,100486,100486,100486,100486,100486,100486,100486,102205,102205,102205,102205,102205,102205,102205,103920,103920,103920,103920,103920,103920,103920,103920,103920,105769,105769,105769,105769,105769,107501,107501,107501,107501,107501,107501,107501,109397,109397,109397,109397,109397,109397,109397,111479,111479,111479,111479,111479,111479,111479,113768,113768,113768,113768,113768,113768,113768,116364,116364,116364,116364,116364,116364,116364,118892,118892,118892,118892,118892,118892,118892,118892,122856,122856,122856,122856,122856,122856,122856,127054,127054,127054,127054,133965,134869,135782,136797,137802,138727,139227,139749,140995,142264,143746,145399,146767,147572,148331,150295,151802,153451,154954,156339,157265,157890,160199,162551,162551,166765,169244,170533,171528,174826,178018,180778
Michigan,US,44.182205,-84.506836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,44,69,69,69,69,69,443,443,443,443,443,443,443,3237,3237,3237,3237,3272,3272,3272,8342,8342,8342,8342,8342,8342,8342,15659,15659,15659,15659,15674,15674,15674,22686,22686,22686,22686,22686,22686,22686,28234,28234,28234,28234,28234,28234,28234,33168,33168,33168,33168,33168,33168,33168,38099,38099,38099,38099,38099,38099,38099,42041,42041,42041,42041,42041,42041,42041,44964,44964,44964,44964,45089,45089,45089,49290,49290,49290,49290,49290,49290,49290,51099,51099,51099,51099,51099,51099,51099,52841,52841,52841,52841,52841,52841,52841,52841,52841,52841,53867,53867,53867,53867,55162,55162,55162,55162,55162,55162,55162,57502,57502,57502,57502,57502,57502,57502,60022,60022,60022,60022,60022,60022,60022,60022,63636,63636,63636,63636,63636,63636,67778,67778,67778,67778,67778,67778,67778,67778,67778,72580,72580,72580,72580,72580,76151,76151,76151,76151,76151,76151,76151,80678,80678,80678,80678,80678,80678,80678,85513,85513,85513,85513,85513,85513,85513,90216,90216,90216,90216,90216,90216,90216,90216,95051,95051,95051,95051,95051,95051,99521,99521,99521,99521,99521,99521,99521,99521,99521,104271,104271,104271,104271,104271,109539,109539,109539,109539,109539,109539,109539,114939,114939,114939,114939,114939,114939,114939,114939,121093,121093,121093,121093,121093,121093,128981,128981,128981,128981,128981,128981,128981,138862,138862,138862,138862,138862,138862,138862,152267,152267,152267,152267,152267,152267,152267,165269,165269,165269,165269,165269,165269
Minnesota,US,46.39241,-94.63623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,24,88,88,134,134,134,134,134,134,288,288,288,440,451,470,549,632,675,732,793,842,842,909,940,1020,1066,1118,1160,1202,1254,1317,1536,1594,1654,1774,1842,1912,2043,2172,2282,2397,3015,4212,4614,5005,5308,5697,6322,6882,7536,8223,8787,9136,9503,10271,10897,10897,11540,12227,12488,12696,13485,14115,14816,15523,16314,16655,16930,17864,18695,19441,20381,21169,21490,21864,22253,22992,23657,24221,24675,24870,25028,25620,26090,26609,27006,27404,27566,27709,28205,28663,29065,29399,29707,29854,30008,30401,30809,31225,31601,31947,32163,32347,32347,37617,33907,34377,34902,35193,35442,36012,36582,37199,37749,38179,38290,38568,39310,40001,40742,41511,42234,42524,42882,43625,44431,45198,45987,46636,46965,47289,48119,48847,49565,50426,51223,51604,51940,52768,53568,54364,55151,55855,56346,56659,57457,58196,58859,59568,60242,60605,60920,61698,62373,63059,63725,64374,64876,65204,66107,66916,67656,68488,69521,70175,70537,71507,72463,73403,74235,75055,75425,75757,76650,77461,78238,78953,79583,79878,80221,80407,81336,82174,82833,83507,83862,84256,85259,86252,87330,88380,89392,89980,90492,91844,93148,94416,95614,96616,97254,97715,99054,100171,101376,102624,103830,104547,105120,106774,108316,109963,111634,113158,113976,114679,116693,118485,120421,122100,123529,124379,125052,127362,129663,132125,134227,136457,137824,139190,142800,146311,149766,153347,157164,159467,161756,167234,172873,179614,186680,193869,198365,202432,211513,219720,227311,233847,240720,240720,244982,257485,265223,272608,279540,286219,290019
