Province_State,Country_Region,Lat,Long_,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20,8/9/20,8/10/20,8/11/20,8/12/20,8/13/20,8/14/20,8/15/20,8/16/20,8/17/20,8/18/20,8/19/20,8/20/20,8/21/20,8/22/20,8/23/20,8/24/20,8/25/20,8/26/20,8/27/20,8/28/20,8/29/20,8/30/20,8/31/20,9/1/20,9/2/20,9/3/20,9/4/20,9/5/20,9/6/20,9/7/20,9/8/20,9/9/20,9/10/20,9/11/20,9/12/20,9/13/20,9/14/20,9/15/20,9/16/20,9/17/20,9/18/20,9/19/20,9/20/20,9/21/20,9/22/20,9/23/20,9/24/20,9/25/20,9/26/20,9/27/20,9/28/20,9/29/20,9/30/20,10/1/20,10/2/20,10/3/20,10/4/20,10/5/20,10/6/20,10/7/20,10/8/20,10/9/20,10/10/20,10/11/20,10/12/20,10/13/20,10/14/20,10/15/20,10/16/20,10/17/20,10/18/20,10/19/20,10/20/20,10/21/20,10/22/20,10/23/20,10/24/20,10/25/20,10/26/20,10/27/20,10/28/20,10/29/20,10/30/20,10/31/20,11/1/20,11/2/20,11/3/20,11/4/20,11/5/20,11/6/20,11/7/20,11/8/20,11/9/20,11/10/20,11/11/20,11/12/20,11/13/20,11/14/20,11/15/20,11/16/20,11/17/20,11/18/20,11/19/20,11/20/20,11/21/20,11/22/20,11/23/20,11/24/20,11/25/20,11/26/20,11/27/20,11/28/20,11/29/20,11/30/20,12/1/20,12/2/20,12/3/20
Mississippi,US,33,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3413,3413,3413,3413,3413,4421,4421,4421,4421,4421,4421,4421,6268,6268,6268,6268,6268,6268,6268,7681,7681,7681,7681,7681,9401,9401,9401,9401,9401,9401,9401,11203,11203,11203,11203,11203,11203,11203,13356,13356,13356,13356,13356,13356,13356,15323,15323,15323,15323,15323,15323,15323,17242,17242,17242,17242,17242,17242,17242,19388,19388,19388,19388,19388,19388,19388,22167,22167,22167,22167,22167,22167,22167,25932,25932,25932,25932,25932,25932,25932,30315,30315,30315,30315,30315,30315,30315,35071,35071,35071,35071,35071,35071,35071,42391,42391,42391,42391,42391,42391,42391,49836,49836,49836,49836,49836,49836,49836,56577,56577,56577,56577,56577,56577,56577,62707,62707,62707,62707,62707,62707,62707,62707,67918,67918,67918,67918,67918,67918,67918,74098,74098,74098,74098,74098,74098,78971,78971,78971,78971,78971,78971,78971,85327,85327,85327,85327,85327,85327,85327,89737,89737,89737,89737,89737,89737,89737,90577,90577,90577,90577,90577,90577,90577,94165,94165,94165,94165,94165,94165,94165,97675,97675,97675,97675,97675,97675,97675,101385,101385,101385,101385,101385,101385,101385,105839,105839,105839,105839,105839,105839,105839,111430,111430,111430,111430,111430,111430,111430,116683,116683,116683,116683,116683,116683,116683,121637,121637,121637,121637,121637,121637,121637,128746,128746,128746,128746
Missouri,US,38.573936,-92.60376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,12,12,69,69,69,69,184,184,184,184,184,184,184,184,184,547,547,547,547,547,547,547,547,547,547,547,1918,1918,1918,1987,1987,2063,2063,2063,2063,2063,2529,2654,2654,2654,2807,2807,2807,2807,2807,2965,2965,2965,3017,3017,3017,3046,3047,3047,3047,3185,3185,3260,3318,3318,3397,3407,3449,3449,3494,3499,3557,3645,3645,3645,3699,3786,3793,3793,3800,3915,3934,3934,4006,4032,4035,4093,4102,4102,4102,4102,4582,4582,4898,5097,5097,5287,5287,5503,5690,5815,5921,6105,6105,6270,6460,6460,6624,6809,6988,6988,7167,7354,7540,7722,7894,8128,8302,8302,8596,8816,9250,9502,9690,9690,9795,9795,9795,9795,9795,9795,9795,9795,9997,9997,9997,9997,10371,10371,10506,10642,10777,10965,11043,11372,11372,11711,11887,12044,12177,12228,12497,12710,12974,13224,13516,13675,13921,14042,14199,14412,14620,14836,15070,15120,15354,15622,15868,16094,16094,16795,17210,17238,17705,18098,18444,18800,19274,19642,20036,20611,21164,21500,21886,22493,22948,23211,23211,24320,25065,25897,26551,27432,27766,28735,29348,29348,30799,32208,33074,33821,34416,35739,36975,36975,39660,40728,41788,42949,44610,46153,47847,49379,50268,50300,51889,53212,54307,55465,56679,56679,57347,59014,60023,60023,60023,64349,64667,65713,67615,68793,69741,70844,72178,73563,73563,73563,76033,77297,78885,80333,80333,81705,83912,85274,86719,88298,89856
Montana,US,46.96526,-109.533691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32,135,157,165,169,169,171,197,209,218,233,243,243,243,273,296,306,325,339,339,352,356,382,392,397,404,404,404,410,417,417,420,422,422,423,425,430,431,431,431,431,434,437,440,440,441,441,441,441,441,444,445,448,448,456,461,462,464,467,470,472,475,475,485,487,487,489,510,510,510,535,538,545,546,548,548,550,566,571,572,589,604,604,609,642,658,672,678,678,678,678,716,759,796,855,864,865,875,884,915,970,992,1075,1075,1334,1493,1543,1587,1815,1977,2079,2090,2104,2212,2240,2331,2456,2466,2653,2766,2820,2964,3122,3255,3275,3413,3542,3598,3937,4011,4123,4145,4162,4206,4357,4434,4798,4815,4816,4842,4891,4983,5024,5172,5278,5283,5330,5459,5584,5727,5821,6219,6243,6246,6270,6318,6732,6795,6824,6830,6842,7150,7186,7401,7500,7553,7807,7876,7937,8510,8634,8681,8749,8779,8839,9093,9256,9428,9569,9601,9597,9649,10172,10518,10656,10863,11361,11361,11481,11620,12068,12854,13212,13395,13441,13538,14842,15085,16266,16611,17436,17832,18343,18981,19519,20042,21102,21353,21398,21496,21990,22146,23300,23607,23825,23793,23825,23873,24594,24804,25389,27472,27472,27496,29105,30400,30477,30557,38701,39051,39450,40686,42012,43077,43291,44100,44100,45486,46350,47533,48360
Nebraska,US,41.5,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,349,349,349,349,349,349,349,349,349,349,349,349,349,592,592,592,592,592,7598,7957,8255,8455,8637,8820,8946,8946,9610,9879,10121,10351,10529,10761,11066,11312,11565,11776,11980,12099,12099,12314,12698,13053,13322,13322,13737,13807,14022,14200,14340,14641,14759,14927,15031,15206,15499,15724,15860,16025,16205,16324,16501,16665,16801,17112,17237,17389,17499,17745,17999,18097,18097,18520,18702,18802,18997,19172,19325,19575,19677,19764,19885,20176,20333,20333,20896,21113,21312,21463,21463,22004,22251,22483,22647,22798,22941,23292,23608,23878,24155,24326,24524,24689,25009,25282,25727,25969,26177,26363,26466,26766,26973,27473,27710,27921,28051,28175,28513,28816,29167,29405,29597,29799,29966,30254,30509,30509,30509,30509,31212,31383,31774,32238,32584,32824,33087,33198,33362,33820,34090,34395,34613,34830,35052,35295,35295,35456,36091,36446,36734,36950,37122,37653,38083,38629,38956,39313,39687,39905,40494,41008,41364,41930,42245,42633,42850,43516,43952,44247,44773,45108,45522,45772,45658,47259,47793,48689,49314,49761,50148,51017,51928,52511,53528,54095,54604,55037,55885,56605,56605,58057,58686,59002,59677,60654,61605,62686,63562,64485,64975,65740,67336
Nevada,US,39.876019,-117.224121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,36,36,36,36,48,48,250,250,1169,1169,1169,1169,1169,1169,1169,1169,1841,1841,1841,1841,1841,1841,2647,2647,2905,2905,2905,2905,2905,2905,2905,4197,4197,4197,4197,4197,4197,4197,4197,4197,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5039,5852,5852,5852,5852,6220,6316,6316,6602,6700,6818,6818,7065,7172,7172,7373,7545,7545,7545,8028,8038,8064,8409,8409,8716,8716,9234,9314,9545,9545,9545,10055,10545,10795,10963,11107,11463,11476,12312,12312,13249,13573,13796,14496,15334,16140,16978,17766,18498,18908,19770,20694,21732,22911,22911,23510,24266,24555,24555,24905,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,25020,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,26011,27756,28839,29667,31085,32460,33642,34918,35851,36638,37757,38999,39936,40859,41880,42850,43940,44776,45779,47019,48002,49128,50097,51045,51656,52372,53336,54222,55030,55742,56270,56777,57363,58447,59306,60000,60654,61303,61665,62209,63045,63680,64208,64617,65001,65237,65781,66403,67009,67452,67746,68139,68366,68699,69184,69571,70079,70421,70548,70694,70973,71224,71635,71952,72221,72440,72645,72986,73476,73796,74181,74407,74662,75158,75540,76094,76694,77064,77517,77904,78282,78703,79475,79998,80388,80710,81184,81611,82089,82850,83651,84030,84592,85069,85545
New Hampshire,US,44,-71.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,91,144,144,147,151,151,227,227,227,236,236,249,249,365,365,468,513,521,521,546,550,550,550,550,550,798,936,980,980,980,1017,1107,1019,1105,1110,1165,1210,1228,1229,1231,1234,1236,1247,1254,1258,1268,1269,1275,1275,1767,2082,2197,2204,2434,2550,2691,2730,2802,2940,2948,2954,3071,3157,3187,3247,3319,3392,3392,3501,3585,3665,3843,3905,3987,4041,4067,4104,4104,4209,4244,4275,4290,4316,4358,4370,4381,4401,4412,4435,4463,4491,4508,4597,4597,4684,4706,4758,4817,4831,4897,5013,5027,5056,5101,5125,5136,5188,5221,5251,5286,5316,5341,5345,5393,5438,5438,5625,5688,5710,5722,5772,5794,5820,5848,5915,5923,5941,5995,6049,6063,6095,6126,6162,6190,6218,6264,6287,6302,6333,6347,6367,6385,6405,6428,6450,6484,6510,6542,6554,6571,6600,6615,6634,6653,6675,6727,6742,6766,6805,6825,6842,6867,6870,6920,6953,6987,7022,7083,7104,7117,7164,7201,7226,7259,7303,7325,7343,7379,7403,7430,7463,7522,7534,7636,7655,7710,7746,7785,7845,7898,7935,7945,8002,8014,8036,8068,8134,8155,8222,8256,8258,8536,8650,8692,8745,8819,8823,8920,8989,9129,9180,9186,9263,9379,9430,9515,9625,9776,9894,9980,10096,10153,10233,10262,10447,10688,10842,10866,11185,11250,11478,11765,12201,12599,12887,13226,13558,13969,13969,14226,14642,14999,15323,16216,17101,18039
New Jersey,US,39.833851,-74.871826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,92,92,92,682,682,682,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1271,1444,1121,1468,1501,1535,1549,3228,3288,3231,3274,3357,6755,6861,6915,7038,8544,9299,11429,12962,13094,13907,14820,15185,15856,16426,17646,18512,19958,200,21963,23552,25251,26279,27266,28160,29118,30089,30998,31963,32904,33528,33963,34031,35053,35445,35883,36164,37146,38078,38971,39904,41296,41296,42350,44185,45142,46957,49656,51997,55520,58243,61169,63712,66904,69709,72550,76170,79056,81685,85520,88870,92125,95560,98780,105340,108215,111635,111635,113500,116510,118575,121091,123663,125995,129615,132113,134359,135576,137540,139504,140826,141902,145304,146417,147530,148330,150145,151890,153678,154680,155415,157056,157291,157674,158068,158395,158664,158930,159440,159510,159843,160206,160486,160805,160827,161338,161592,161988,162273,162475,162776,163189,163660,163884,164104,164407,164832,165091,165216,165260,165390,165645,166007,166286,166634,167020,167337,167959,168504,168731,169155,169693,169957,170169,170574,170751,171252,171616,171932,172183,172371,172831,173185,173547,173896,174416,174825,175221,175637,175949,176238,176415,176711,176975,177154,177447,177746,177997,178238,178570,178800,178946,179394,179772,180071,180409,180790,181046,181329,181665,182013,182338,182733,183214,183620,183919,184284,184746,185134,185685,186235,186587,186955,187396,187893,188313,189032,189602,190319,190957,191667,192038,192668,193395,194079,194881,195475,196207,196791,197379,198703,199533
New Mexico,US,34.307144,-106.018066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,54,133,171,171,171,171,171,295,295,295,295,295,465,487,487,529,547,573,614,614,650,650,705,705,760,760,760,760,760,964,1073,1073,1125,1125,1125,1300,1434,1515,1576,1671,1739,1739,1739,1882,1985,2041,2149,2357,2464,2522,2564,2638,2684,2728,2835,2853,2888,2960,3013,3115,3206,3286,3307,3380,3699,3806,3806,3983,4072,4114,4160,4217,4351,4351,4512,4628,4684,4742,4874,4984,5047,5149,5251,5251,5296,5393,5514,5627,5802,5845,5860,5902,5986,6051,6118,6181,6271,6322,6363,6429,6496,6578,6654,6736,6764,6814,6870,6974,7056,7156,7268,7349,7459,7657,7817,8015,8139,8286,8343,8463,8685,8828,8950,9166,9262,9319,9428,9612,9744,9980,10182,10391,10481,10602,10802,10976,11145,11312,11458,11539,11668,11909,12193,12446,12679,12820,12913,12960,13073,13180,13283,13412,13460,13530,13604,13701,13928,14120,14276,14396,14407,14470,14634,14842,15106,15256,15342,15412,15518,15586,15669,15825,16020,16211,16301,16422,16565,16671,16926,17055,17210,17270,17330,17489,17766,18045,18335,18621,18680,18791,18960,19127,19457,19613,19853,19894,20001,20165,20332,20562,20655,20765,20837,20910,21063,21224,21389,21491,21570,21623,21758,21942,22274,22459,22811,23088,23205,23457,23736,23736,24291,24449,24788,25089,25411,26338,26835,27659,28130,28574,28857,29183,29568,30170,30777,31102,31482,32050,32569,33458,34411,35179
New York,US,40.73061,-73.935242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,0,0,1,1,1,1,1,1,0,0,0,108,108,108,1517,2045,2726,3572,4309,4975,6142,7434,8886,10478,12187,13366,14580,16015,16234,16234,16677,17089,17089,17089,23887,23887,23887,23887,23887,23887,29593,29593,29593,31218,31218,31218,45557,46963,48173,49405,50567,50567,52791,53345,53731,54597,55547,56436,57220,59174,59887,60374,61463,63049,64468,65938,66187,67770,68687,69453,70164,70976,71065,71896,72432,73093,73563,74409,75173,76042,76604,77115,77861,79207,80174,84139,84408,84691,84834,84982,85349,85698,86043,86385,86786,87033,87320,87623,86865,87002,87131,87131,87335,87335,87349,87713,87889,88658,89037,89038,89475,90478,94756,99033,105403,115168,122486,129382,139207,148570,157524,167023,177508,186824,196180,205130,213540,222460,230375,238465,245255,251175,257440,264165,270056,275780,281625,288066,296521,300055,303257,307799,312324,316830,320652,324471,327524,330859,333455,333455,336695,340475,343679,346909,349004,350527,351705,353609,355500,357114,358355,359479,360877,361950,363480,364929,365999,366967,367982,368718,369521,370318,371339,372357,373143,373952,374745,375457,376235,377435,378186,378997,379680,380325,381012,381899,382815,383615,384342,384866,385341,386087,387105,388221,389067,389684,390249,390879,391607,392407,393337,394118,394930,395584,396544,397523,398615,399639,400534,401373,402070,402942,403759,404707,405604,406440,407038,407809,408388,409173,410105,411023,411769,412265,412909,413757,414442,415231,416041,416861,417460,418045,418749,419515,420327,421136,421918,422568,423079,423784,424541,425214,426023,426725,427369,427891,428514,429185,430260,430973,431653,432421,433162,433168,435258,436222,437466,438266,439004,439560,440567,441191,442009,442991,443851,444577,445322
North Carolina,US,35.782169,-80.793457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,20,20,40,86,86,86,86,86,86,86,86,86,86,883,883,883,883,883,883,883,883,883,1302,1302,1302,1302,1302,1302,1808,1808,1808,1808,1808,1808,1808,1808,1808,1808,1808,2426,9115,9115,9115,9115,9115,9115,9115,11637,11637,11637,11637,11637,11637,11637,14954,14954,14954,14954,14954,14954,18860,18860,18860,18860,18860,18860,18860,18860,23653,23653,23653,23653,23653,23653,29219,29219,29219,29219,29219,29219,29219,36921,36921,37705,37705,37705,37705,37705,45538,45538,45538,45538,45538,45538,45538,55318,55318,55318,55318,55318,55318,55318,55318,67124,67124,67124,67124,67124,67124,78707,78707,78707,78707,78707,78707,78707,92302,92302,92302,92302,92302,92302,92302,105093,105093,105093,105093,105093,105093,105093,116969,116969,116969,116969,116969,116969,116969,127749,127749,127749,127749,127749,127749,127749,136630,136630,136630,136630,136630,136630,136630,136630,136630,145884,145884,145884,145884,145884,156652,156652,156652,156652,156652,156652,156652,167257,167257,167257,167257,167257,167257,167257,176422,176422,176422,176422,176422,176422,176422,184422,184422,184422,184422,184422,184422,184422,192644,192644,192644,192644,192644,192644,192644,206471,206471,206471,206471,206471,206471,206471,206471,206471,218541,218541,218541,218541,218541,231611,231611,231611,231611,231611,231611,231611,246318,246318,246318,246318,246318,246318,246318,261719,261719,261719,261719,261719,261719,261719,276132,276132,276132,276132,276132,276132,276132,293555,293555,293555,293555,293555,293555,293555,315979,315979,315979,315979
North Dakota,US,47.650589,-100.437012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,16,18,19,25,34,43,55,63,63,74,82,98,101,105,119,121,127,138,142,163,172,183,189,189,214,229,269,285,310,326,350,409,437,458,482,510,517,540,559,582,601,714,762,792,846,877,969,1007,1071,1111,1178,1219,1269,1302,1340,1405,1451,1496,1551,1551,1762,1793,1882,1943,1959,2078,2127,2169,2209,2242,2268,2307,2307,2450,2482,2515,2573,2630,2658,2683,2720,2756,2809,2840,2882,2910,2952,3008,3044,3064,3090,3119,3139,3163,3195,3210,3235,3266,3288,3324,3350,3413,3447,3464,3496,3533,3570,3653,3685,3760,3796,3903,4029,4131,4219,4319,4407,4475,4545,4671,4752,4829,4957,5087,5181,5289,5396,5477,5590,5715,5837,5949,6164,6268,6355,6434,6668,6815,6953,7066,7161,7249,7343,7485,7629,7718,7841,7968,8064,8206,8410,8545,8666,8808,9018,9079,9295,9610,9834,10051,10310,10640,10821,11080,11452,11733,11930,12177,12450,12655,12903,13328,13628,13828,14060,14319,14558,14841,15220,15476,15757,16104,16481,16727,17080,17511,17938,18272,18691,19079,19497,19892,20392,20847,21242,21755,22123,22500,22846,23288,23823,24336,24882,25492,25922,26392,27222,27769,28271,29136,30116,30757,31334,32339,33172,33860,34696,35533,36142,37035,38236,39163,40017,41175,42251,43103,43949,43949,45031,48005,49409,50835,51936,53242,55176,56468,57686,59283,60640,61599,62697,64611,65976,67200,68105,69669,70901,71848,73015,73933,74667
Ohio,US,40.367474,-82.996216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,189,290,380,506,748,988,1202,1462,1690,1990,2292,2656,3049,3332,3722,4029,4349,4575,4903,5248,5583,5935,6222,6655,7189,7833,8916,10271,11578,12365,12679,13209,13632,14003,14349,14697,15109,15579,16246,16903,17456,17956,18500,18977,19564,20081,20906,21560,21931,22625,23050,23462,24058,24619,25115,25551,26100,26579,27007,27747,28375,28964,29419,29973,30497,30895,31340,31988,32368,32852,33323,33686,34086,34642,34997,35331,35683,36027,36340,36725,37131,37570,38987,39903,40460,40813,41438,42111,42111,43435,44101,44663,45194,46282,47303,48330,49302,50280,51068,51860,53077,54426,55702,56823,57731,58465,59413,61056,62695,64311,65788,67319,68394,69501,71338,72950,74612,75975,77429,78435,79321,80885,82310,83642,84904,86018,86926,87764,89068,90436,91656,92736,93914,94825,95554,96728,97823,99035,100127,101185,101944,102631,104024,105065,106095,107083,107972,108578,109248,110279,111201,112140,113053,114066,114906,115708,117130,118443,119690,120858,121911,122671,123423,124774,126023,127239,128369,129498,130193,130859,131708,132980,134216,135301,136330,137038,137633,138807,139831,140808,141642,142479,143123,143826,144903,145969,147063,148284,149351,150167,151037,152460,153769,155181,156421,157744,158836,159877,161704,163472,165302,167035,168884,170259,171657,174130,176415,178646,180758,182878,184556,186254,189079,191950,194846,197674,200715,202937,205198,208945,212713,216619,220281,224068,227276,230678,236618,242146,242146,254775,261353,266341,271326,280716,289768,298332
Oklahoma,US,36.084621,-96.921387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,383,383,522,522,522,522,522,522,1060,1060,1155,1155,1155,1534,1534,1534,1702,1772,1884,1961,2080,2139,2167,2260,2319,2401,2401,2401,2401,2682,2682,2909,2985,3064,3064,3204,3204,3423,3559,3660,3801,3945,3945,3945,4135,4266,4361,4533,4533,4688,4714,4825,5135,5236,5340,5438,5438,5511,5599,5711,5781,5867,5947,5981,6014,6073,6166,6166,6391,6495,6578,6578,6765,6898,7071,7071,7414,7531,7648,7888,8144,8507,8817,9155,9397,9587,10085,10605,11048,11519,11965,12246,12432,13005,13538,14100,14648,15136,15485,15815,16635,17366,18095,18766,19186,19466,19750,20663,21596,22441,23277,24053,24698,25252,26363,27386,28411,29187,30282,30820,31165,32319,33383,34320,35001,35745,36052,36378,37193,37988,38655,39282,39907,40224,40531,41370,42047,42695,43417,44035,44409,44660,45516,46414,47186,47762,48607,48933,49184,49989,50646,51447,52123,52740,53059,53414,54269,55405,56531,57383,58125,58560,59007,59993,61026,62114,63135,63960,64467,64941,65482,66779,67804,68911,69754,70271,70808,71957,73100,74483,75753,76997,77606,78155,79219,80211,81289,82482,83633,84520,85265,86502,87555,88780,89815,90845,91643,92367,93698,94979,96245,97490,98700,99541,100357,101656,102792,103919,105137,106292,107082,107893,109234,110453,111695,113227,115030,115030,116882,118074,119144,120426,121774,123333,124793,126162,128057,130032,132268,134934,137887,140312,142381,145686,149345,152969,152969,159894,161955,163727,167406,170905,174169
